dat,OzoneLamp,PAMLamps1,PAMLamps2,Lamp Wavelength,AutoValve1BitLevel,AutoValve2BitLevel,SeqEventNum,SeqIterationNum,Q1_BitLevel,Q2_BitLevel,Q3_BitLevel,TTL_BitLevel,PlungerPosition,PumpRate,SolenoidValvesDutyCycle,UV,RH,Temp,OHExposure,OHExposureModel,PhotochemicalAge,PhotochemicalAgeModel,SLFC_Set,MFC1_Set,MFC1_Read,MFC2_Set,MFC2_Read,MFC3_Set,MFC3_Read,MFC4_Set,MFC4_Read,MFC5_Set,MFC5_Read,MFC6_Set,MFC6_Read,ExcessFlow_SLPM,SLFC_SLPM,AI3,AI4,AI5,AI6,AI7,PB0,PB1,PB2,PB3,PB4,PB5,PB6
2025-06-12 09:29:33,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,242.8920286,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:37,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,244.6363161,26.68432617,19.0664502,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:38,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,252.4856096,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:39,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,254.665969,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:40,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,256.8463283,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:41,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,259.0266876,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:42,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,261.2070469,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:43,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,262.9513344,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:44,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,265.1316937,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:45,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,267.312053,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:46,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,269.9284842,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:48,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,271.6727717,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:49,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,273.853131,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:50,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,276.0334903,26.68432617,19.09862549,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:51,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,277.7777778,26.68432617,19.07717529,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:52,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,279.9581371,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:53,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,282.1384964,26.68432617,19.07717529,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:54,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,284.3188557,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:55,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,286.0631432,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:56,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,288.2435025,26.6385498,19.09862549,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:57,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,290.8599337,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:58,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,293.040293,26.68432617,19.09862549,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:29:59,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,294.7845805,26.68432617,19.09862549,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:00,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,296.528868,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:01,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,298.7092273,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:02,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,300.4535147,26.68432617,19.09862549,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:03,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,302.6338741,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.997000217,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:04,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,304.3781615,26.68432617,19.07717529,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:05,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,306.5585208,26.6385498,19.08790039,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:07,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,308.3028083,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:08,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,310.4831676,26.68432617,19.07717529,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:09,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,312.6635269,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:10,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,314.4078144,26.6385498,19.08790039,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:11,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,316.1521019,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:12,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,317.8963893,26.6385498,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:13,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,320.0767486,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:14,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,321.8210361,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:15,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,324.0013954,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:16,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,325.7456829,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:17,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,327.9260422,26.68432617,19.09862549,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:18,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,329.6703297,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:19,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,330.9785453,26.68432617,19.09862549,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:20,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,332.2867609,26.68432617,19.08790039,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:21,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,335.3392639,26.68432617,19.08790039,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:22,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,336.6474795,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:23,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,337.9556951,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:24,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,340.1360544,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:25,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,341.8803419,26.6385498,19.09862549,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:27,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,343.6246293,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:28,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,345.3689168,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:29,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,346.6771324,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:30,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,348.4214198,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:31,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,350.1657073,26.68432617,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:32,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,351.9099948,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:33,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,353.2182104,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:34,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,355.3985697,26.6385498,19.07717529,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:35,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,356.7067853,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:36,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,358.4510727,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:37,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,359.7592883,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:38,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,361.0675039,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6.002999783,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:39,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,362.8117914,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:40,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,364.120007,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:41,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,365.8642944,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:42,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,367.17251,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:43,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,368.4807256,26.6385498,19.12007568,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:44,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,370.2250131,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.002999783,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:45,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,371.5332287,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:47,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,372.8414443,26.6385498,19.12007568,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:48,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,374.1496599,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:49,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,375.8939473,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.001999855,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:50,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,376.7660911,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:51,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,378.5103785,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.999000072,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:52,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,379.3825222,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:53,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,380.6907378,26.6385498,19.10935059,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:54,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,381.9989534,26.6385498,19.12007568,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:55,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,383.7432409,26.6385498,19.09862549,0,0,0,0,0,0,0,6,6.000999928,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:56,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,385.0514565,26.6385498,19.10935059,0,0,0,0,0,0,0,6,5.998000145,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
2025-06-12 09:30:57,10,0,10,0,0,0,0,0,1,0,0,1,0,0,0,385.4875283,26.6385498,19.12007568,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9.512215339,9.2963,10,10,10,10,10,1,1,1,1,1,1,1
